employee_id,area,home_lat,home_lon,age,salary_band,has_car,has_transit_pass_already,home_office_days_per_week,eco_affinity,pt_door_to_door_min,ride_min,access_min,egress_min,transfers,origin_station,dest_station,access_mode,egress_mode,first_line,car_min,car_km_oneway,car_monthly_cost_eur,commute_bucket,score_time_competitiveness,score_absolute_time,score_cost_advantage,score_convenience,score_personal_context,adoption_score,adoption_category,monthly_savings_vs_car_eur
E0097,Langenhorn,53.644105,10.034966,38,junior,True,False,1,0.929,30.99841353244119,0.0,30.99841353244119,0.0,0,(direct),(direct),bus,-,none,17.11680716423357,6.299524059732357,79.3740031526277,31-45 min,0.191,0.763,0.643,0.568,0.261,0.463,Medium,35.27
E0098,Norderstedt-Glashuette,53.691563,10.02116,33,junior,False,False,1,0.266,17.36546880988911,0.0,17.36546880988911,0.0,0,(direct),(direct),bus,-,none,9.89936584052953,2.209640642966733,27.841472101380834,<= 30 min,0.228,0.909,0.9,0.818,0.578,0.64,High,-16.26
E0099,Norderstedt-Glashuette,53.684468,10.047129,32,junior,True,False,0,0.183,5.108676876036824,0.0,5.108676876036824,0.0,0,(direct),(direct),walk,-,none,6.72122497073461,0.4086941500829459,5.149546291045118,<= 30 min,0.94,0.965,0.343,0.948,0.137,0.707,High,-38.95
E0100,Halstenbek,53.633019,9.861189,40,mid,True,True,0,0.606,68.84812491863667,0.0,68.84812491863667,0.0,0,(direct),(direct),bus,-,none,37.15488966280765,17.654437475591,222.4459121924466,> 60 min,0.166,0.121,0.951,0.476,0.471,0.406,Low,178.35
E0101,Blankenese,53.568948,9.807203,39,mid,True,True,1,0.602,98.87489678210414,0.0,98.87489678210414,0.0,0,(direct),(direct),bus,-,none,53.05141594346691,26.662469034631243,335.94710983635366,> 60 min,0.16,0.011,0.992,0.476,0.445,0.387,Low,291.85
E0102,Barmbek,53.579113,10.050884,45,junior,True,True,3,0.163,62.10060953603454,0.0,62.10060953603454,0.0,0,(direct),(direct),bus,-,none,33.582675636724176,15.630182860810363,196.94030404621057,> 60 min,0.168,0.194,0.927,0.477,0.308,0.392,Low,152.84
E0103,Kaltenkirchen,53.832342,9.984955,46,senior,True,False,3,0.559,82.05839126564958,0.0,82.05839126564958,0.0,0,(direct),(direct),bus,-,none,44.14856008181448,21.617517379694874,272.3807189841554,> 60 min,0.163,0.044,0.978,0.476,0.137,0.345,Low,228.28
E0104,Ahrensburg,53.680232,10.283616,21,senior,True,True,0,0.327,77.9197245391758,0.0,77.9197245391758,0.0,0,(direct),(direct),bus,-,none,41.95750122662248,20.37591736175274,256.7365587580845,> 60 min,0.164,0.06,0.972,0.476,0.415,0.389,Low,212.64
E0105,Altona,53.524544,9.966354,45,mid,False,False,0,0.476,91.60772216820868,0.0,91.60772216820868,0.0,0,(direct),(direct),bus,-,none,49.204088206698714,24.482316650462607,308.47718979582885,> 60 min,0.161,0.02,0.9,0.476,0.645,0.401,Low,264.38
E0106,Barmbek,53.597528,10.044151,38,mid,False,False,2,0.731,53.21086459175429,0.0,53.21086459175429,0.0,0,(direct),(direct),bus,-,none,28.876340077987567,12.963259377526287,163.3370681568312,46-60 min,0.172,0.335,0.9,0.479,0.646,0.467,Medium,119.24
E0107,Schnelsen,53.645644,9.916743,33,senior,False,False,0,0.759,51.958587304512754,0.0,51.958587304512754,0.0,0,(direct),(direct),bus,-,none,28.213369749447928,12.587576191353826,158.6034600110582,46-60 min,0.173,0.359,0.9,0.48,0.702,0.481,Medium,114.5
E0108,Kaltenkirchen,53.844805,9.960553,66,junior,True,False,2,0.647,82.08435612451484,38.435140967091655,16.14105961936717,27.508155538056023,1,Kaltenkirchen,Norderstedt Mitte,walk,bus,A1,48.21347539548751,23.92096939077625,301.40421432378076,> 60 min,0.267,0.044,0.986,0.422,0.179,0.376,Low,257.3
E0109,Norderstedt-Glashuette,53.681706,10.043641,23,junior,False,False,0,0.147,10.217297296712104,0.0,10.217297296712104,0.0,0,(direct),(direct),walk,-,none,7.442441971300532,0.8173837837369683,10.2990356750858,<= 30 min,0.577,0.948,0.9,0.915,0.579,0.767,High,-33.8
E0110,Harburg,53.438721,9.958727,35,junior,True,False,0,0.421,124.57763317345339,72.66904334503792,20.855323538524395,31.053266289891063,1,Harburg,Langenhorn Markt,bus,bus,S3-Sued,70.74696101984952,36.68994457791473,462.2933016817256,> 60 min,0.224,0.001,0.999,0.412,0.184,0.357,Low,418.19
E0111,Schnelsen,53.616,9.894804,35,mid,True,False,1,0.773,65.12709133842986,0.0,65.12709133842986,0.0,0,(direct),(direct),bus,-,none,35.18493070858051,16.538127401528957,208.38040525926485,> 60 min,0.167,0.157,0.939,0.477,0.23,0.376,Low,164.28
E0112,Henstedt-Ulzburg,53.796911,9.9238,43,mid,True,False,1,0.755,73.28722326360999,0.0,73.28722326360999,0.0,0,(direct),(direct),bus,-,none,39.505000551322944,18.986166979083,239.22570393644577,> 60 min,0.165,0.086,0.963,0.476,0.226,0.365,Low,195.13
E0113,Bad Bramstedt,53.917777,9.86441,42,senior,False,True,0,0.516,123.47667318712143,38.435140967091655,57.53337668197376,27.508155538056023,1,Kaltenkirchen,Norderstedt Mitte,bus,bus,A1,70.86308133836953,36.75574609174273,463.1224007559584,> 60 min,0.237,0.001,0.9,0.409,0.903,0.448,Medium,419.02
E0114,Winterhude,53.607188,10.001778,30,mid,False,False,2,0.523,50.560700994064376,0.0,50.560700994064376,0.0,0,(direct),(direct),bus,-,none,27.473312290975258,12.168210298219314,153.31944975756335,46-60 min,0.173,0.386,0.9,0.481,0.605,0.472,Medium,109.22
E0115,Garstedt,53.70124,9.959181,38,senior,True,True,0,0.889,35.64897115526283,0.0,35.64897115526283,0.0,0,(direct),(direct),bus,-,none,19.578867082197966,7.694691346578848,96.95311096689349,31-45 min,0.185,0.686,0.707,0.523,0.528,0.492,Medium,52.85
E0116,Billstedt,53.533723,10.109661,35,mid,True,False,2,0.225,86.16516918743427,0.0,86.16516918743427,0.0,0,(direct),(direct),bus,-,none,46.32273662864167,22.849550756230283,287.90433952850157,> 60 min,0.162,0.031,0.983,0.476,0.095,0.337,Low,243.8
E0117,St. Georg / Altstadt,53.574429,9.994369,41,junior,False,False,2,0.313,66.29759998689795,0.0,66.29759998689795,0.0,0,(direct),(direct),bus,-,none,35.8046117577695,16.889279996069384,212.80492795047422,> 60 min,0.167,0.145,0.9,0.477,0.563,0.415,Low,168.7
E0118,Wandsbek,53.561252,10.134413,36,mid,True,False,1,0.872,75.74776018528124,0.0,75.74776018528124,0.0,0,(direct),(direct),bus,-,none,40.807637745148895,19.724328055584373,248.5265335003631,> 60 min,0.165,0.072,0.968,0.476,0.249,0.366,Low,204.43
E0119,Niendorf,53.635127,9.965977,42,junior,True,False,3,0.905,43.91612337430704,0.0,43.91612337430704,0.0,0,(direct),(direct),bus,-,none,23.955594727574315,10.174837012292112,128.20294635488062,31-45 min,0.178,0.523,0.802,0.489,0.206,0.423,Medium,84.1
E0120,Eppendorf,53.57506,9.98488,44,mid,False,True,2,0.548,66.77725191652274,0.0,66.77725191652274,0.0,0,(direct),(direct),bus,-,none,36.05854513227675,17.033175574956825,214.618012244456,> 60 min,0.167,0.14,0.9,0.477,0.86,0.459,Medium,170.52
E0121,Winterhude,53.599783,9.994455,36,junior,False,False,0,0.878,54.611108787227366,0.0,54.611108787227366,0.0,0,(direct),(direct),bus,-,none,29.617645828532137,13.38333263616821,168.62999121571943,46-60 min,0.171,0.31,0.9,0.478,0.726,0.474,Medium,124.53
E0122,Eimsbuettel,53.57784,9.946586,48,mid,False,False,1,0.819,69.84884601957978,0.0,69.84884601957978,0.0,0,(direct),(direct),bus,-,none,37.68468318683636,17.954653805873935,226.22863795401156,> 60 min,0.166,0.112,0.9,0.476,0.689,0.427,Medium,182.13
E0123,Norderstedt-Glashuette,53.702043,10.031672,38,mid,True,False,0,0.556,18.223642833773106,0.0,18.223642833773106,0.0,0,(direct),(direct),bus,-,none,10.353693264938705,2.4670928501319325,31.085369911662347,<= 30 min,0.224,0.903,0.446,0.802,0.211,0.489,Medium,-13.01
E0124,Niendorf,53.635313,9.932216,34,junior,True,False,0,0.235,50.97157794641047,0.0,50.97157794641047,0.0,0,(direct),(direct),bus,-,none,27.690835383393775,12.29147338392314,154.87256463743157,46-60 min,0.173,0.378,0.864,0.48,0.147,0.394,Low,110.77
E0125,Norderstedt-Mitte,53.71315,9.987283,43,mid,True,True,0,0.225,30.879079128763777,0.0,30.879079128763777,0.0,0,(direct),(direct),bus,-,none,17.053630126992587,6.263723738629133,78.92291910672706,31-45 min,0.191,0.764,0.641,0.569,0.395,0.483,Medium,34.82
E0126,Poppenbuettel,53.666678,10.063564,56,junior,True,True,3,0.532,21.09946650943892,0.0,21.09946650943892,0.0,0,(direct),(direct),bus,-,none,11.876188152055898,3.3298399528316756,41.95598340567911,<= 30 min,0.213,0.88,0.491,0.745,0.381,0.507,Medium,-2.14
E0127,Langenhorn,53.64842,9.992823,27,mid,False,False,1,0.932,34.05731646292804,0.0,34.05731646292804,0.0,0,(direct),(direct),bus,-,none,18.73622636272661,7.217194938878413,90.936656229868,31-45 min,0.187,0.713,0.9,0.535,0.711,0.566,High,46.84
E0128,Garstedt,53.688885,9.981544,19,mid,True,False,2,0.108,28.381244299031597,0.0,28.381244299031597,0.0,0,(direct),(direct),bus,-,none,15.731246981840258,5.514373289709479,69.48110345033943,<= 30 min,0.195,0.8,0.604,0.605,0.072,0.441,Medium,25.38
E0129,Norderstedt-Glashuette,53.668576,10.040947,34,junior,True,True,1,0.167,19.084535228181903,0.0,19.084535228181903,0.0,0,(direct),(direct),bus,-,none,10.809459826684536,2.7253605684545708,34.33954316252759,<= 30 min,0.221,0.897,0.459,0.786,0.358,0.509,Medium,-9.76
E0130,Winterhude,53.601693,9.978853,41,mid,False,False,3,0.266,55.43444422521985,0.0,55.43444422521985,0.0,0,(direct),(direct),bus,-,none,30.053529295704625,13.630333267565954,171.74219917133104,46-60 min,0.171,0.295,0.9,0.478,0.528,0.441,Medium,127.64
E0131,Garstedt,53.665544,9.970627,52,mid,True,True,2,0.485,33.88432684181003,0.0,33.88432684181003,0.0,0,(direct),(direct),bus,-,none,18.644643622134723,7.165298052543009,90.2827554620419,31-45 min,0.187,0.716,0.683,0.537,0.397,0.476,Medium,46.18
E0132,Wedel,53.576696,9.689476,50,mid,True,False,0,0.62,124.9169139198428,0.0,124.9169139198428,0.0,0,(direct),(direct),bus,-,none,66.83836619285796,34.47507417595284,434.3859346170058,> 60 min,0.158,0.001,0.999,0.476,0.224,0.352,Low,390.29
E0133,Winterhude,53.582439,9.987663,32,mid,False,False,0,0.368,63.14992865702393,0.0,63.14992865702393,0.0,0,(direct),(direct),bus,-,none,34.13819752430679,15.944978597107179,200.90673032355045,> 60 min,0.168,0.181,0.9,0.477,0.624,0.432,Medium,156.81
E0134,Langenhorn,53.644797,10.044542,41,mid,True,False,0,0.39,30.435337997831752,0.0,30.435337997831752,0.0,0,(direct),(direct),bus,-,none,16.818708351793283,6.130601399349525,77.24557763180403,31-45 min,0.192,0.771,0.635,0.575,0.178,0.452,Medium,33.15
E0135,Winterhude,53.588664,10.002993,33,mid,True,False,0,0.599,59.035793927377824,0.0,59.035793927377824,0.0,0,(direct),(direct),bus,-,none,31.960126196847085,14.710738178213347,185.35530104548818,46-60 min,0.17,0.237,0.913,0.477,0.22,0.385,Low,141.26
E0136,Norderstedt-Mitte,53.70345,9.993399,42,mid,True,False,1,0.055,26.90116664430026,0.0,26.90116664430026,0.0,0,(direct),(direct),bus,-,none,14.947676458747198,5.070349993290079,63.886409915455,<= 30 min,0.198,0.819,0.582,0.63,0.086,0.447,Medium,19.79
E0137,Halstenbek,53.629951,9.856472,38,senior,True,False,0,0.643,70.71710181704506,0.0,70.71710181704506,0.0,0,(direct),(direct),bus,-,none,38.14434802078856,18.21513054511352,229.51064486843035,> 60 min,0.166,0.105,0.956,0.476,0.229,0.368,Low,185.41
E0138,Poppenbuettel,53.661713,10.104075,41,mid,True,False,2,0.484,30.65290963045652,0.0,30.65290963045652,0.0,0,(direct),(direct),bus,-,none,16.9338933337711,6.195872889136956,78.06799840312564,31-45 min,0.191,0.768,0.638,0.572,0.147,0.446,Medium,33.97
E0139,Altona,53.55495,9.907307,53,junior,True,False,1,0.342,85.03068890361519,0.0,85.03068890361519,0.0,0,(direct),(direct),bus,-,none,45.722129419560986,22.509206671084556,283.61600405566537,> 60 min,0.163,0.034,0.982,0.476,0.143,0.345,Low,239.52
E0140,Norderstedt-Glashuette,53.689435,10.044573,33,mid,True,False,3,0.356,4.280807486261919,0.0,4.280807486261919,0.0,0,(direct),(direct),walk,-,none,6.604349292178153,0.3424645989009535,4.315053946152013,<= 30 min,0.961,0.967,0.34,0.951,0.096,0.707,High,-39.78
E0141,Poppenbuettel,53.665619,10.033577,43,mid,True,True,3,0.59,20.977409336670725,0.0,20.977409336670725,0.0,0,(direct),(direct),bus,-,none,11.811569648825678,3.293222801001218,41.49460729261534,<= 30 min,0.213,0.881,0.489,0.748,0.393,0.509,Medium,-2.61
E0142,Poppenbuettel,53.670671,10.065361,44,junior,True,False,0,0.554,19.709834373945327,0.0,19.709834373945327,0.0,0,(direct),(direct),bus,-,none,11.14050055091223,2.9129503121835976,36.70317393351333,<= 30 min,0.218,0.892,0.469,0.773,0.211,0.485,Medium,-7.4
E0143,Pinneberg,53.656198,9.772808,49,mid,True,False,0,0.655,89.3724832240074,0.0,89.3724832240074,0.0,0,(direct),(direct),bus,-,none,48.0207264127098,23.81174496720222,300.02798658674794,> 60 min,0.162,0.024,0.986,0.476,0.231,0.357,Low,255.93
E0144,Ohlsdorf,53.615154,10.010019,59,junior,True,False,1,0.474,46.19579431876476,0.0,46.19579431876476,0.0,0,(direct),(direct),bus,-,none,25.1624793452284,10.858738295629427,136.82010252493077,46-60 min,0.176,0.475,0.824,0.485,0.17,0.411,Low,92.72
E0145,Poppenbuettel,53.654993,10.057194,19,mid,True,False,0,0.237,25.850108381007374,0.0,25.850108381007374,0.0,0,(direct),(direct),bus,-,none,14.391233848768609,4.755032514302212,59.91340968020788,<= 30 min,0.2,0.831,0.566,0.649,0.147,0.459,Medium,15.81
E0146,Kaltenkirchen,53.84077,9.965682,28,mid,True,False,3,0.606,77.83329309338714,38.435140967091655,11.889996588239455,27.508155538056023,1,Kaltenkirchen,Norderstedt Mitte,walk,bus,A1,46.99975728092792,23.233195792525827,292.7382669858254,> 60 min,0.305,0.061,0.984,0.435,0.146,0.388,Low,248.64
E0147,Langenhorn,53.662371,10.007606,50,junior,True,False,2,0.166,26.204953379637303,0.0,26.204953379637303,0.0,0,(direct),(direct),bus,-,none,14.57909296569034,4.8614860138911915,61.25472377502901,<= 30 min,0.199,0.827,0.571,0.642,0.083,0.448,Medium,17.15
E0148,Bramfeld,53.60664,10.087239,37,mid,True,False,2,0.284,50.57339155252663,0.0,50.57339155252663,0.0,0,(direct),(direct),bus,-,none,27.480030821925865,12.172017465757989,153.36742006855064,46-60 min,0.173,0.386,0.861,0.481,0.107,0.389,Low,109.27
E0149,Schnelsen,53.635147,9.928922,38,junior,False,False,0,0.619,51.76866167862427,0.0,51.76866167862427,0.0,0,(direct),(direct),bus,-,none,28.112820888683434,12.53059850358728,157.8855411451997,46-60 min,0.173,0.363,0.9,0.48,0.674,0.477,Medium,113.79
E0150,Norderstedt-Mitte,53.705697,10.002528,65,senior,True,False,1,0.589,25.249056218023842,0.0,25.249056218023842,0.0,0,(direct),(direct),bus,-,none,14.073029762483209,4.574716865407153,57.64143250413012,<= 30 min,0.202,0.838,0.556,0.66,0.193,0.467,Medium,13.54
E0151,Rahlstedt,53.59725,10.161669,50,junior,True,False,1,0.371,64.51702546035976,0.0,64.51702546035976,0.0,0,(direct),(direct),bus,-,none,34.86195465548458,16.355107638107928,206.0743562401599,> 60 min,0.168,0.164,0.937,0.477,0.149,0.364,Low,161.97
E0152,Harburg,53.446261,10.003257,36,mid,True,False,0,0.299,121.19275392752752,72.66904334503792,17.470444292598533,31.053266289891063,1,Harburg,Langenhorn Markt,bus,bus,S3-Sued,67.80073614502507,35.02041714884754,441.25725607547906,> 60 min,0.206,0.002,0.999,0.415,0.16,0.348,Low,397.16
E0153,Garstedt,53.685708,9.990308,32,junior,True,False,0,0.491,25.879470183053858,0.0,25.879470183053858,0.0,0,(direct),(direct),bus,-,none,14.406778332204984,4.763841054916157,60.02439729194358,<= 30 min,0.2,0.831,0.566,0.648,0.198,0.466,Medium,15.92
E0154,Ohlsdorf,53.650339,10.006036,32,mid,True,False,1,0.386,31.09423628703075,0.0,31.09423628703075,0.0,0,(direct),(direct),bus,-,none,17.16753685783981,6.328270886109225,79.73621316497623,31-45 min,0.191,0.761,0.644,0.566,0.152,0.446,Medium,35.64
E0155,Norderstedt-Glashuette,53.692574,10.054174,36,mid,True,True,2,0.299,13.140268839383214,0.0,13.140268839383214,0.0,0,(direct),(direct),walk,-,none,7.855096777324689,1.051221507150657,13.245390990098278,<= 30 min,0.291,0.934,0.374,0.883,0.36,0.535,Medium,-30.85
E0156,Eimsbuettel,53.59774,9.964996,48,mid,True,True,1,0.564,58.90999090873578,0.0,58.90999090873578,0.0,0,(direct),(direct),bus,-,none,31.893524598742474,14.672997272620734,184.87976563502124,46-60 min,0.17,0.239,0.913,0.477,0.438,0.418,Low,140.78
E0157,Ellerau,53.749138,9.914423,39,mid,True,False,1,0.371,57.91760897728127,0.0,57.91760897728127,0.0,0,(direct),(direct),bus,-,none,31.368145929148906,14.37528269318438,181.12856193412316,46-60 min,0.17,0.254,0.908,0.478,0.149,0.377,Low,137.03
E0158,Eimsbuettel,53.584545,9.972836,55,mid,True,True,1,0.628,63.68781508997337,0.0,63.68781508997337,0.0,0,(direct),(direct),bus,-,none,34.422960929985905,16.10634452699201,202.9399410400993,> 60 min,0.168,0.174,0.934,0.477,0.451,0.411,Low,158.84
E0159,Wandsbek,53.563001,10.080696,32,junior,False,False,0,0.55,70.66508498061744,0.0,70.66508498061744,0.0,0,(direct),(direct),bus,-,none,38.116809695621,18.19952549418523,229.3140212267339,> 60 min,0.166,0.105,0.9,0.476,0.66,0.421,Medium,185.21
E0160,St. Georg / Altstadt,53.542406,10.034004,30,mid,True,False,3,0.178,79.85102980489086,0.0,79.85102980489086,0.0,0,(direct),(direct),bus,-,none,42.979956955530454,20.95530894146726,264.03689266248745,> 60 min,0.164,0.052,0.975,0.476,0.061,0.335,Low,219.94
E0161,Norderstedt-Glashuette,53.696492,10.052489,34,mid,True,True,0,0.693,18.209856980920506,0.0,18.209856980920506,0.0,0,(direct),(direct),walk,-,none,8.570803338482895,1.4567885584736404,18.35553583676787,<= 30 min,0.063,0.903,0.394,0.803,0.489,0.472,Medium,-25.74
E0162,Blankenese,53.574176,9.798477,44,mid,True,False,1,0.063,99.23987513817865,0.0,99.23987513817865,0.0,0,(direct),(direct),bus,-,none,53.24463977903576,26.771962541453593,337.32672802231525,> 60 min,0.16,0.011,0.993,0.476,0.088,0.333,Low,293.23
E0163,Quickborn,53.737245,9.915045,38,senior,True,True,3,0.178,54.429856957598375,0.0,54.429856957598375,0.0,0,(direct),(direct),bus,-,none,29.52168897755208,13.328957087279512,167.94485929972186,46-60 min,0.172,0.313,0.887,0.479,0.311,0.41,Low,123.84
E0164,Norderstedt-Mitte,53.692183,10.033449,34,senior,True,False,1,0.598,16.07962198644457,0.0,16.07962198644457,0.0,0,(direct),(direct),walk,-,none,8.270064280439234,1.2863697589155658,16.208258962336128,<= 30 min,0.122,0.918,0.386,0.841,0.195,0.452,Medium,-27.89
E0165,Ohlsdorf,53.645517,10.04675,23,senior,True,False,0,0.281,30.08619775887418,0.0,30.08619775887418,0.0,0,(direct),(direct),bus,-,none,16.63386940175692,6.025859327662255,75.92582752854442,31-45 min,0.192,0.776,0.63,0.579,0.156,0.449,Medium,31.83
E0166,Fuhlsbuettel,53.629429,10.011349,35,senior,False,False,0,0.289,39.533226249556655,0.0,39.533226249556655,0.0,0,(direct),(direct),bus,-,none,21.635237426235875,8.859967874866996,111.63559522332415,31-45 min,0.181,0.612,0.9,0.502,0.608,0.523,Medium,67.54
E0167,Rahlstedt,53.605533,10.17482,44,mid,True,False,3,0.494,63.892212852782855,0.0,63.892212852782855,0.0,0,(direct),(direct),bus,-,none,34.53117151029681,16.167663855834856,203.7125645835192,> 60 min,0.168,0.172,0.935,0.477,0.124,0.362,Low,159.61
E0168,St. Pauli,53.553401,9.983165,53,senior,True,True,1,0.079,76.9170555850778,0.0,76.9170555850778,0.0,0,(direct),(direct),bus,-,none,41.42667648621766,20.07511667552334,252.9464701115941,> 60 min,0.164,0.065,0.97,0.476,0.341,0.379,Low,208.85
E0169,Langenhorn,53.636817,10.010153,40,mid,True,False,2,0.499,36.33498234150646,0.0,36.33498234150646,0.0,0,(direct),(direct),bus,-,none,19.942049474915187,7.900494702451939,99.54623325089445,31-45 min,0.184,0.673,0.716,0.518,0.15,0.433,Medium,55.45
E0170,Halstenbek,53.616489,9.853135,49,mid,False,True,0,0.621,74.74149155495472,0.0,74.74149155495472,0.0,0,(direct),(direct),bus,-,none,40.27490729379955,19.422447466486414,244.7228380777288,> 60 min,0.165,0.077,0.9,0.476,0.924,0.455,Medium,200.62
E0171,Tangstedt,53.73767,10.052924,19,mid,True,False,0,0.859,34.40105495943826,0.0,34.40105495943826,0.0,0,(direct),(direct),bus,-,none,18.918205566761433,7.320316487831478,92.23598774667661,31-45 min,0.186,0.707,0.69,0.532,0.272,0.456,Medium,48.14
E0172,Volksdorf,53.678653,10.191245,53,senior,True,False,0,0.299,51.68164544831388,0.0,51.68164544831388,0.0,0,(direct),(direct),bus,-,none,28.066753472636762,12.504493634494164,157.55661979462647,46-60 min,0.173,0.364,0.869,0.48,0.16,0.394,Low,113.46
E0173,Quickborn,53.699432,9.912986,33,senior,True,False,2,0.718,48.37615439150295,0.0,48.37615439150295,0.0,0,(direct),(direct),bus,-,none,26.316787619030972,11.512846317450885,145.06186359988115,46-60 min,0.175,0.43,0.843,0.482,0.194,0.408,Low,100.96
E0174,Pinneberg,53.636158,9.808212,53,junior,True,True,3,0.305,82.1832819346401,0.0,82.1832819346401,0.0,0,(direct),(direct),bus,-,none,44.214678671280055,21.654984580392032,272.8528057129396,> 60 min,0.163,0.043,0.978,0.476,0.336,0.375,Low,228.75
E0175,Garstedt,53.691349,9.970198,47,junior,True,False,2,0.278,31.692451429578856,0.0,31.692451429578856,0.0,0,(direct),(direct),bus,-,none,17.48423899212998,6.507735428873657,81.99746640380806,31-45 min,0.19,0.752,0.653,0.559,0.106,0.438,Medium,37.9
E0176,Norderstedt-Mitte,53.709143,9.992524,19,mid,True,False,0,0.089,28.537544712321125,0.0,28.537544712321125,0.0,0,(direct),(direct),bus,-,none,15.813994259464124,5.561263413696338,70.07191901257386,<= 30 min,0.195,0.798,0.607,0.602,0.118,0.447,Medium,25.97
E0177,Niendorf,53.610597,9.962167,19,senior,True,False,1,0.255,53.980764022325786,0.0,53.980764022325786,0.0,0,(direct),(direct),bus,-,none,29.28393389417247,13.194229206697734,166.24728800439144,46-60 min,0.172,0.321,0.885,0.479,0.126,0.383,Low,122.15
E0178,Elmshorn,53.753788,9.692868,24,junior,True,False,2,0.655,115.64617626044839,0.0,115.64617626044839,0.0,0,(direct),(direct),bus,-,none,61.93032860847268,31.693852878134514,399.3425462644949,> 60 min,0.158,0.003,0.997,0.476,0.181,0.346,Low,355.24
E0179,Harburg,53.457247,9.983591,47,senior,True,False,0,0.862,106.06353550466153,72.66904334503792,2.3412258697325368,31.053266289891063,1,Harburg,Langenhorn Markt,walk,bus,S3-Sued,65.4141513350551,33.66801908986455,424.2170405322933,> 60 min,0.335,0.006,0.998,0.474,0.272,0.413,Low,380.12
E0180,Wandsbek,53.565733,10.071048,46,junior,False,False,1,0.92,68.96774457463889,0.0,68.96774457463889,0.0,0,(direct),(direct),bus,-,none,37.21821771598529,17.690323372391667,222.89807449213498,> 60 min,0.166,0.119,0.9,0.476,0.709,0.432,Medium,178.8
E0181,Harburg,53.441254,9.978491,27,junior,True,True,0,0.696,120.94444259479769,72.66904334503792,17.222132959868702,31.053266289891063,1,Harburg,Langenhorn Markt,bus,bus,S3-Sued,69.5652020571809,36.020281165735845,453.85554268827167,> 60 min,0.24,0.002,0.999,0.415,0.489,0.408,Low,409.76
E0182,Harburg,53.463429,9.995259,31,mid,True,False,2,0.357,118.7919405440632,0.0,118.7919405440632,0.0,0,(direct),(direct),bus,-,none,63.59573322920993,32.63758216321896,411.23353525655887,> 60 min,0.158,0.002,0.998,0.476,0.121,0.337,Low,367.13
E0183,Volksdorf,53.64858,10.160018,39,junior,True,False,1,0.637,47.5181455596938,0.0,47.5181455596938,0.0,0,(direct),(direct),bus,-,none,25.862547649249656,11.255443667908139,141.81859021564253,46-60 min,0.175,0.448,0.836,0.483,0.202,0.412,Low,97.72
E0184,Langenhorn,53.667773,10.048686,39,mid,False,False,0,0.43,19.394508241519674,0.0,19.394508241519674,0.0,0,(direct),(direct),bus,-,none,10.973563186686887,2.818352472455903,35.51124115294438,<= 30 min,0.219,0.894,0.9,0.78,0.636,0.637,High,-8.59
E0185,St. Georg / Altstadt,53.562283,10.033077,44,mid,False,True,1,0.624,70.30203330922103,0.0,70.30203330922103,0.0,0,(direct),(direct),bus,-,none,37.9246058695876,18.090609992766307,227.94168590885545,> 60 min,0.166,0.108,0.9,0.476,0.9,0.458,Medium,183.84
E0186,Eimsbuettel,53.576119,9.981146,47,junior,False,False,2,0.214,66.63130393867114,0.0,66.63130393867114,0.0,0,(direct),(direct),bus,-,none,35.98127855576708,16.98939118160134,214.06632888817688,> 60 min,0.167,0.142,0.9,0.477,0.543,0.411,Low,169.97
E0187,Fuhlsbuettel,53.630654,10.032445,35,junior,True,False,1,0.36,37.515920759071165,0.0,37.515920759071165,0.0,0,(direct),(direct),bus,-,none,20.567252166567087,8.254776227721349,104.010180469289,31-45 min,0.183,0.651,0.731,0.511,0.147,0.43,Medium,59.91
E0188,Norderstedt-Glashuette,53.693535,10.054603,46,junior,True,False,2,0.551,14.756054346259198,0.0,14.756054346259198,0.0,0,(direct),(direct),walk,-,none,8.083207672413064,1.1804843477007358,14.87410278102927,<= 30 min,0.182,0.926,0.381,0.861,0.16,0.469,Medium,-29.23
E0189,Wandsbek,53.577853,10.045883,39,senior,True,False,1,0.299,62.68827068036039,0.0,62.68827068036039,0.0,0,(direct),(direct),bus,-,none,33.89379036019079,15.806481204108117,199.16166317176229,> 60 min,0.168,0.186,0.93,0.477,0.135,0.365,Low,155.06
E0190,Kaltenkirchen,53.840204,9.958914,55,junior,True,False,3,0.869,73.60183195664501,38.435140967091655,7.658535451497333,27.508155538056023,1,Kaltenkirchen,Norderstedt Mitte,walk,bus,A1,47.17549422923414,23.33278006323268,293.9930287967317,> 60 min,0.392,0.084,0.985,0.459,0.199,0.43,Medium,249.89
E0191,Pinneberg,53.662495,9.824117,43,mid,True,False,1,0.158,74.41276645208552,0.0,74.41276645208552,0.0,0,(direct),(direct),bus,-,none,40.100876356986454,19.323829935625657,243.4802571888833,> 60 min,0.165,0.079,0.965,0.476,0.107,0.346,Low,199.38
E0192,Quickborn,53.726982,9.909727,46,mid,True,False,3,0.711,53.31080811665045,0.0,53.31080811665045,0.0,0,(direct),(direct),bus,-,none,28.929251355873767,12.993242434995135,163.7148546809387,46-60 min,0.172,0.333,0.88,0.479,0.167,0.391,Low,119.61
E0193,Norderstedt-Glashuette,53.694423,10.020534,31,mid,False,False,1,0.448,18.030786553856935,0.0,18.030786553856935,0.0,0,(direct),(direct),bus,-,none,10.251592881453671,2.409235966157081,30.356373173579215,<= 30 min,0.225,0.904,0.9,0.806,0.615,0.642,High,-13.74
