employee_id,area,home_lat,home_lon,age,salary_band,has_car,has_transit_pass_already,home_office_days_per_week,eco_affinity
E0375,Garstedt,53.696267,9.966337,19,mid,True,False,3,0.429
E0376,Garstedt,53.697558,10.002847,22,mid,True,False,0,0.765
E0377,Pinneberg,53.663867,9.812167,37,mid,True,False,0,0.632
E0378,Schnelsen,53.63505,9.900713,55,mid,True,False,2,0.848
E0379,Fuhlsbuettel,53.608664,10.000765,66,junior,True,True,0,0.257
E0380,Wandsbek,53.581218,10.065228,29,senior,True,True,3,0.506
E0381,Bramfeld,53.609474,10.060047,57,junior,True,False,3,0.503
E0382,Pinneberg,53.652233,9.776333,51,mid,True,False,2,0.472
E0383,Altona,53.532995,9.927931,47,mid,True,False,3,0.428
E0384,Poppenbuettel,53.657802,10.076183,47,senior,True,False,0,0.74
E0385,Fuhlsbuettel,53.634909,10.006531,34,mid,True,False,1,0.289
E0386,Elmshorn,53.757346,9.638148,39,mid,False,True,1,0.543
E0387,Barmbek,53.589901,10.05721,47,junior,True,True,1,0.694
E0388,Pinneberg,53.648166,9.827339,50,junior,True,True,0,0.036
E0389,Norderstedt-Glashuette,53.698176,10.040108,29,senior,True,True,2,0.446
E0390,Billstedt,53.551257,10.101986,38,junior,True,False,1,0.344
E0391,Eppendorf,53.574248,9.99815,43,mid,True,False,0,0.259
E0392,Norderstedt-Glashuette,53.689614,10.088471,44,mid,True,False,2,0.631
E0393,Winterhude,53.566349,9.993797,48,mid,True,False,2,0.236
E0394,Barmbek,53.577809,10.049703,41,mid,False,False,1,0.944
E0395,Norderstedt-Mitte,53.70496,10.019844,31,senior,True,False,2,0.41
E0396,Schnelsen,53.64353,9.911578,26,mid,True,False,2,0.562
E0397,Rahlstedt,53.604362,10.102312,61,senior,True,False,0,0.217
E0398,Tangstedt,53.726211,10.06966,38,mid,True,False,0,0.483
E0399,Schnelsen,53.645978,9.927358,43,mid,True,False,0,0.348
E0400,Schnelsen,53.633265,9.914141,38,senior,False,False,1,0.784
E0401,Bad Bramstedt,53.901746,9.893928,48,senior,True,False,0,0.118
E0402,Blankenese,53.56495,9.795395,27,mid,True,False,0,0.791
E0403,Altona,53.544641,9.929512,45,mid,False,False,2,0.375
E0404,Norderstedt-Glashuette,53.68049,10.031995,40,mid,True,False,2,0.402
E0405,Elmshorn,53.780565,9.680464,49,junior,True,True,0,0.293
E0406,Bergedorf,53.490383,10.167728,40,junior,True,True,0,0.457
E0407,Ellerau,53.76578,9.93388,48,junior,True,False,0,0.383
E0408,Rahlstedt,53.589114,10.16444,35,junior,True,False,3,0.709
E0409,Norderstedt-Glashuette,53.69818,10.032376,40,mid,False,False,0,0.412
E0410,Elmshorn,53.761903,9.65943,35,mid,True,False,2,0.234
E0411,Eimsbuettel,53.586693,9.905133,36,mid,False,False,2,0.581
E0412,Eimsbuettel,53.596546,9.928804,45,junior,True,False,1,0.646
E0413,Norderstedt-Glashuette,53.691863,10.061392,37,junior,True,False,1,0.59
E0414,Harburg,53.437505,9.944516,45,junior,False,True,0,0.105
E0415,Norderstedt-Mitte,53.695903,9.989677,27,senior,True,False,0,0.505
E0416,Quickborn,53.726008,9.919327,20,mid,True,True,0,0.785
E0417,Garstedt,53.678123,9.962896,41,mid,True,False,2,0.058
E0418,Altona,53.56394,9.943264,42,junior,True,True,0,0.571
E0419,Henstedt-Ulzburg,53.780832,9.995344,30,mid,True,False,1,0.162
E0420,Blankenese,53.562472,9.854835,37,junior,True,False,2,0.646
E0421,Eimsbuettel,53.577078,9.950979,48,mid,True,False,0,0.181
E0422,Norderstedt-Mitte,53.705987,10.008301,38,junior,True,False,0,0.136
E0423,Norderstedt-Mitte,53.706395,9.984087,50,junior,True,False,3,0.463
E0424,Norderstedt-Mitte,53.71233,10.013671,38,junior,True,False,0,0.228
E0425,Winterhude,53.600187,10.025013,43,junior,True,False,2,0.607
E0426,Altona,53.557403,9.92354,46,senior,False,True,1,0.65
E0427,Quickborn,53.728025,9.877186,58,mid,True,False,2,0.724
E0428,Rahlstedt,53.573389,10.154788,24,senior,True,False,2,0.593
E0429,Norderstedt-Mitte,53.713853,9.997319,36,mid,False,False,0,0.948
E0430,Altona,53.551065,9.933811,66,junior,True,True,0,0.707
E0431,Wedel,53.586542,9.718384,56,senior,True,False,2,0.342
E0432,St. Georg / Altstadt,53.543296,9.98496,38,senior,False,True,0,0.157
E0433,Barmbek,53.59281,10.030997,32,junior,False,True,1,0.439
E0434,Rahlstedt,53.607232,10.157114,37,mid,True,False,3,0.064
E0435,Norderstedt-Mitte,53.696459,10.005134,32,senior,False,False,3,0.46
E0436,Henstedt-Ulzburg,53.791885,10.001126,44,mid,True,False,0,0.627
E0437,Norderstedt-Glashuette,53.676816,10.022371,43,mid,True,False,0,0.609
E0438,Volksdorf,53.657674,10.147119,50,mid,True,True,2,0.351
E0439,Wandsbek,53.595135,10.048906,45,mid,True,False,2,0.708
E0440,Eppendorf,53.594327,9.971379,44,senior,True,False,1,0.265
E0441,Billstedt,53.53079,10.123976,54,junior,True,False,1,0.328
E0442,Garstedt,53.697432,9.977303,40,mid,True,False,2,0.085
E0443,Wandsbek,53.562156,10.079428,58,junior,True,False,0,0.526
E0444,Henstedt-Ulzburg,53.809898,9.952746,49,mid,True,False,0,0.512
E0445,Kaltenkirchen,53.828174,9.934453,56,mid,True,False,0,0.708
E0446,Barmbek,53.56607,10.042952,36,mid,False,True,0,0.721
E0447,Ahrensburg,53.695253,10.226105,60,senior,True,False,0,0.252
E0448,Winterhude,53.610007,9.994232,38,senior,False,True,1,0.185
E0449,Norderstedt-Mitte,53.703145,9.982004,38,mid,True,False,1,0.329
E0450,Eppendorf,53.600592,9.95824,54,junior,True,False,0,0.323
E0451,Norderstedt-Mitte,53.694268,10.008232,49,junior,True,False,1,0.609
E0452,Bergedorf,53.472638,10.228417,27,mid,True,False,3,0.361
E0453,Barmbek,53.570703,10.049743,29,mid,True,True,2,0.333
E0454,Garstedt,53.681019,9.991073,40,mid,False,False,2,0.465
E0455,Norderstedt-Glashuette,53.703836,10.029336,33,mid,True,False,1,0.511
E0456,Garstedt,53.691738,9.965162,46,mid,True,False,1,0.728
E0457,Ahrensburg,53.677153,10.20502,31,mid,True,False,0,0.609
E0458,Schnelsen,53.641604,9.954801,33,mid,True,False,0,0.106
E0459,Altona,53.544965,9.94663,48,junior,True,True,1,0.273
E0460,Eppendorf,53.578961,9.987597,45,junior,False,False,1,0.789
E0461,Ohlsdorf,53.625676,10.053655,49,mid,True,False,0,0.369
E0462,Garstedt,53.694955,9.976536,40,senior,True,False,2,0.752
E0463,Pinneberg,53.661614,9.771045,42,junior,False,False,0,0.25
E0464,Bad Bramstedt,53.908134,9.896192,39,senior,True,False,0,0.444
E0465,Winterhude,53.612565,10.045343,45,mid,False,False,0,0.719
E0466,Barmbek,53.583285,10.015519,47,senior,False,False,2,0.261
E0467,Eimsbuettel,53.592239,9.935794,34,mid,False,True,0,0.453
E0468,Pinneberg,53.659604,9.804113,44,senior,False,False,2,0.249
E0469,Garstedt,53.692208,9.960812,38,senior,True,False,3,0.76
E0470,Volksdorf,53.644423,10.159882,39,junior,True,False,0,0.849
E0471,Niendorf,53.622712,9.86334,48,junior,True,False,2,0.422
E0472,Poppenbuettel,53.665849,10.076864,20,senior,True,False,3,0.215
E0473,Norderstedt-Glashuette,53.691544,10.023241,49,senior,True,True,2,0.125
E0474,Norderstedt-Glashuette,53.6902,10.040978,44,junior,True,False,2,0.378
E0475,Ellerau,53.755204,9.917295,37,mid,True,False,2,0.641
E0476,Bad Bramstedt,53.909539,9.864759,21,mid,True,True,1,0.384
E0477,Niendorf,53.625717,9.993459,43,mid,True,False,0,0.35
E0478,Winterhude,53.597453,10.018449,45,junior,False,True,3,0.838
E0479,Eppendorf,53.599337,9.992171,42,mid,False,False,0,0.849
E0480,Niendorf,53.60236,9.9074,41,mid,True,False,2,0.094
E0481,Niendorf,53.626968,9.972357,47,junior,True,False,0,0.238
E0482,Henstedt-Ulzburg,53.799388,10.002557,53,senior,True,False,1,0.371
E0483,Winterhude,53.591244,10.002414,35,junior,True,False,3,0.693
E0484,Langenhorn,53.658717,10.007307,42,mid,True,False,2,0.268
E0485,Norderstedt-Mitte,53.711795,9.982342,32,junior,True,False,2,0.62
E0486,Niendorf,53.615082,9.954055,32,junior,True,False,2,0.67
E0487,Poppenbuettel,53.657244,10.073886,29,mid,True,False,2,0.712
E0488,Quickborn,53.733135,9.909764,36,mid,True,True,0,0.077
E0489,Ohlsdorf,53.620147,10.015147,43,mid,True,False,0,0.659
E0490,Ohlsdorf,53.624898,10.039287,56,junior,True,False,2,0.433
E0491,Barmbek,53.571274,10.028675,37,junior,False,False,1,0.515
E0492,Eimsbuettel,53.570948,9.963788,34,junior,True,False,2,0.548
E0493,Eimsbuettel,53.576243,9.931706,53,senior,True,False,2,0.736
E0494,Langenhorn,53.664165,10.035701,45,junior,True,True,3,0.63
E0495,Altona,53.571605,9.943551,45,junior,True,False,2,0.37
E0496,Bramfeld,53.615616,10.054915,48,senior,True,True,0,0.507
E0497,Niendorf,53.619613,9.958923,37,senior,True,False,0,0.439
E0498,Eppendorf,53.595327,9.987611,46,junior,False,False,1,0.376
E0499,Langenhorn,53.662157,9.968645,24,mid,True,False,1,0.263
E0500,Volksdorf,53.622377,10.17574,21,mid,True,True,2,0.635
